tahun,nama_kabupaten,nama_kecamatan,nama_kelurahan,status_kawin,jumlah
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Belum Kawin,16.00
2017,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Belum Kawin,27.00
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Belum Kawin,17.00
2017,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Belum Kawin,8.00
2017,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Belum Kawin,10.00
2017,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Belum Kawin,11.00
2017,JAKARTA TIMUR,CIPAYUNG,SETU,Belum Kawin,9.00
2017,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Belum Kawin,18.00
2017,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Belum Kawin,37.00
2017,JAKARTA TIMUR,CIPAYUNG,CEGER,Belum Kawin,12.00
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,Cerai Hidup,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,Cerai Hidup,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,Cerai Hidup,1.00
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,Cerai Hidup,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,Cerai Hidup,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,Cerai Hidup,
2017,JAKARTA PUSAT,GAMBIR,GAMBIR,Cerai Hidup,
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Cerai Hidup,2.00
2017,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Cerai Hidup,2.00
2017,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cerai Hidup,5.00
2017,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Cerai Hidup,2.00
2017,JAKARTA PUSAT,GAMBIR,DURI PULO,Cerai Hidup,3.00
2017,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Cerai Hidup,
2017,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Cerai Hidup,3.00
2017,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Cerai Hidup,1.00
2017,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Cerai Hidup,7.00
2017,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Cerai Hidup,3.00
2017,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cerai Hidup,6.00
2017,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Cerai Hidup,6.00
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cerai Hidup,3.00
2017,JAKARTA PUSAT,KEMAYORAN,SERDANG,Cerai Hidup,4.00
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cerai Hidup,6.00
2017,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cerai Hidup,2.00
2017,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cerai Hidup,1.00
2017,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Cerai Hidup,4.00
2017,JAKARTA PUSAT,SENEN,SENEN,Cerai Hidup,1.00
2017,JAKARTA PUSAT,SENEN,KENARI,Cerai Hidup,1.00
2017,JAKARTA PUSAT,SENEN,PASEBAN,Cerai Hidup,1.00
2017,JAKARTA PUSAT,SENEN,KRAMAT,Cerai Hidup,3.00
2017,JAKARTA PUSAT,SENEN,KWITANG,Cerai Hidup,4.00
2017,JAKARTA PUSAT,SENEN,BUNGUR,Cerai Hidup,2.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Cerai Hidup,3.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Cerai Hidup,1.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cerai Hidup,2.00
2017,JAKARTA PUSAT,MENTENG,MENTENG,Cerai Hidup,2.00
2017,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cerai Hidup,1.00
2017,JAKARTA PUSAT,MENTENG,CIKINI,Cerai Hidup,2.00
2017,JAKARTA PUSAT,MENTENG,GONDANGDIA,Cerai Hidup,1.00
2017,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Cerai Hidup,2.00
2017,JAKARTA PUSAT,TANAH ABANG,GELORA,Cerai Hidup,
2017,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Cerai Hidup,2.00
2017,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Cerai Hidup,
2017,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cerai Hidup,
2017,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Cerai Hidup,1.00
2017,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cerai Hidup,2.00
2017,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Cerai Hidup,2.00
2017,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Cerai Hidup,3.00
2017,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Cerai Hidup,3.00
2017,JAKARTA PUSAT,JOHAR BARU,GALUR,Cerai Hidup,1.00
2017,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Cerai Hidup,7.00
2017,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Cerai Hidup,4.00
2017,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Cerai Hidup,2.00
2017,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Cerai Hidup,3.00
2017,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cerai Hidup,9.00
2017,JAKARTA UTARA,PENJARINGAN,PLUIT,Cerai Hidup,2.00
2017,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Cerai Hidup,2.00
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Cerai Hidup,6.00
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cerai Hidup,1.00
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cerai Hidup,3.00
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cerai Hidup,3.00
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cerai Hidup,4.00
2017,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Cerai Hidup,3.00
2017,JAKARTA UTARA,KOJA,KOJA,Cerai Hidup,5.00
2017,JAKARTA UTARA,KOJA,TUGU UTARA,Cerai Hidup,8.00
2017,JAKARTA UTARA,KOJA,LAGOA,Cerai Hidup,12.00
2017,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Cerai Hidup,5.00
2017,JAKARTA UTARA,KOJA,TUGU SELATAN,Cerai Hidup,4.00
2017,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cerai Hidup,8.00
2017,JAKARTA UTARA,CILINCING,CILINCING,Cerai Hidup,5.00
2017,JAKARTA UTARA,CILINCING,SUKAPURA,Cerai Hidup,4.00
2017,JAKARTA UTARA,CILINCING,MARUNDA,Cerai Hidup,1.00
2017,JAKARTA UTARA,CILINCING,KALI BARU,Cerai Hidup,15.00
2017,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Cerai Hidup,3.00
2017,JAKARTA UTARA,CILINCING,ROROTAN,Cerai Hidup,
2017,JAKARTA UTARA,CILINCING,SEMPER BARAT,Cerai Hidup,5.00
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cerai Hidup,5.00
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cerai Hidup,7.00
2017,JAKARTA UTARA,PADEMANGAN,ANCOL,Cerai Hidup,5.00
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cerai Hidup,
2017,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Cerai Hidup,2.00
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Cerai Hidup,2.00
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cerai Hidup,3.00
2017,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Cerai Hidup,2.00
2017,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Cerai Hidup,5.00
2017,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Cerai Hidup,1.00
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Cerai Hidup,7.00
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cerai Hidup,10.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cerai Hidup,1.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Cerai Hidup,1.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cerai Hidup,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cerai Hidup,2.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cerai Hidup,2.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cerai Hidup,2.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cerai Hidup,1.00
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cerai Hidup,8.00
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cerai Hidup,
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cerai Hidup,3.00
2017,JAKARTA BARAT,TAMAN SARI,TANGKI,Cerai Hidup,2.00
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cerai Hidup,3.00
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cerai Hidup,2.00
2017,JAKARTA BARAT,TAMAN SARI,GLODOK,Cerai Hidup,3.00
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cerai Hidup,2.00
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Cerai Hidup,
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cerai Hidup,
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cerai Hidup,1.00
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cerai Hidup,2.00
2017,JAKARTA BARAT,TAMBORA,KERENDANG,Cerai Hidup,1.00
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cerai Hidup,2.00
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cerai Hidup,3.00
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cerai Hidup,7.00
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cerai Hidup,8.00
2017,JAKARTA BARAT,TAMBORA,ROA MALAKA,Cerai Hidup,2.00
2017,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cerai Hidup,2.00
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cerai Hidup,1.00
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cerai Hidup,4.00
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cerai Hidup,1.00
2017,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Cerai Hidup,1.00
2017,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cerai Hidup,2.00
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cerai Hidup,3.00
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cerai Hidup,2.00
2017,JAKARTA BARAT,KALI DERES,KALIDERES,Cerai Hidup,1.00
2017,JAKARTA BARAT,KALI DERES,SEMANAN,Cerai Hidup,1.00
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cerai Hidup,4.00
2017,JAKARTA BARAT,KALI DERES,KAMAL,Cerai Hidup,6.00
2017,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cerai Hidup,3.00
2017,JAKARTA BARAT,PALMERAH,PALMERAH,Cerai Hidup,2.00
2017,JAKARTA BARAT,PALMERAH,SLIPI,Cerai Hidup,2.00
2017,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Cerai Hidup,4.00
2017,JAKARTA BARAT,PALMERAH,JATI PULO,Cerai Hidup,10.00
2017,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Cerai Hidup,5.00
2017,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Cerai Hidup,
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cerai Hidup,
2017,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cerai Hidup,2.00
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cerai Hidup,3.00
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cerai Hidup,9.00
2017,JAKARTA BARAT,KEMBANGAN,JOGLO,Cerai Hidup,2.00
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cerai Hidup,1.00
2017,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cerai Hidup,7.00
2017,JAKARTA SELATAN,TEBET,TEBET BARAT,Cerai Hidup,4.00
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cerai Hidup,5.00
2017,JAKARTA SELATAN,TEBET,KEBON BARU,Cerai Hidup,6.00
2017,JAKARTA SELATAN,TEBET,BUKIT DURI,Cerai Hidup,3.00
2017,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Cerai Hidup,2.00
2017,JAKARTA SELATAN,TEBET,MANGGARAI,Cerai Hidup,2.00
2017,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Cerai Hidup,1.00
2017,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Cerai Hidup,
2017,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Cerai Hidup,1.00
2017,JAKARTA SELATAN,SETIA BUDI,KARET,Cerai Hidup,2.00
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cerai Hidup,5.00
2017,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cerai Hidup,2.00
2017,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Cerai Hidup,
2017,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Cerai Hidup,2.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cerai Hidup,4.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cerai Hidup,1.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cerai Hidup,5.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cerai Hidup,
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Cerai Hidup,
2017,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Cerai Hidup,2.00
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cerai Hidup,2.00
2017,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Cerai Hidup,3.00
2017,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cerai Hidup,2.00
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cerai Hidup,4.00
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Cerai Hidup,5.00
2017,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cerai Hidup,9.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Cerai Hidup,2.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cerai Hidup,5.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cerai Hidup,2.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Cerai Hidup,6.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Cerai Hidup,4.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cerai Hidup,2.00
2017,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Cerai Hidup,2.00
2017,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cerai Hidup,4.00
2017,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cerai Hidup,6.00
2017,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cerai Hidup,1.00
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cerai Hidup,2.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cerai Hidup,
2017,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cerai Hidup,1.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cerai Hidup,
2017,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Cerai Hidup,1.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Cerai Hidup,
2017,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Cerai Hidup,
2017,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Cerai Hidup,1.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Cerai Hidup,2.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cerai Hidup,7.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cerai Hidup,3.00
2017,JAKARTA SELATAN,PANCORAN,PANCORAN,Cerai Hidup,
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Cerai Hidup,5.00
2017,JAKARTA SELATAN,PANCORAN,RAWA JATI,Cerai Hidup,3.00
2017,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cerai Hidup,1.00
2017,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cerai Hidup,2.00
2017,JAKARTA SELATAN,PANCORAN,CIKOKO,Cerai Hidup,3.00
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Cerai Hidup,3.00
2017,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Cerai Hidup,7.00
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Cerai Hidup,3.00
2017,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Cerai Hidup,16.00
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Cerai Hidup,3.00
2017,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Cerai Hidup,3.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Cerai Hidup,3.00
2017,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Cerai Hidup,1.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Cerai Hidup,2.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Cerai Hidup,2.00
2017,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Cerai Hidup,1.00
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Cerai Hidup,6.00
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Cerai Hidup,2.00
2017,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Cerai Hidup,3.00
2017,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Cerai Hidup,2.00
2017,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Cerai Hidup,
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Cerai Hidup,4.00
2017,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Cerai Hidup,1.00
2017,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Cerai Hidup,5.00
2017,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Cerai Hidup,
2017,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Cerai Hidup,
2017,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Cerai Hidup,3.00
2017,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Cerai Hidup,5.00
2017,JAKARTA TIMUR,PULO GADUNG,JATI,Cerai Hidup,4.00
2017,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Cerai Hidup,4.00
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Cerai Hidup,7.00
2017,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Cerai Hidup,1.00
2017,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Cerai Hidup,4.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Cerai Hidup,3.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Cerai Hidup,8.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Cerai Hidup,5.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Cerai Hidup,11.00
2017,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Cerai Hidup,2.00
2017,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Cerai Hidup,2.00
2017,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Cerai Hidup,6.00
2017,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Cerai Hidup,1.00
2017,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Cerai Hidup,3.00
2017,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Cerai Hidup,4.00
2017,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Cerai Hidup,2.00
2017,JAKARTA TIMUR,PASAR REBO,GEDONG,Cerai Hidup,2.00
2017,JAKARTA TIMUR,PASAR REBO,BARU,Cerai Hidup,3.00
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cerai Hidup,1.00
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Cerai Hidup,3.00
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cerai Hidup,3.00
2017,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cerai Hidup,3.00
2017,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cerai Hidup,1.00
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cerai Hidup,8.00
2017,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Cerai Hidup,3.00
2017,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Cerai Hidup,5.00
2017,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Cerai Hidup,1.00
2017,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cerai Hidup,4.00
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cerai Hidup,2.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Cerai Hidup,4.00
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Cerai Hidup,3.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Cerai Hidup,8.00
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Cerai Hidup,2.00
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Cerai Hidup,8.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Cerai Hidup,3.00
2017,JAKARTA TIMUR,MAKASAR,MAKASAR,Cerai Hidup,3.00
2017,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Cerai Hidup,3.00
2017,JAKARTA TIMUR,MAKASAR,KEBON PALA,Cerai Hidup,3.00
2017,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Cerai Hidup,
2017,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Cerai Hidup,4.00
